text,created_at,thread_id_fallback,rules_text,model_text,_ts,_dow,_hour,_is_after_5,_is_fri_after_3,_is_weekend,_is_after_hours,DeliveryAfterHours,StatusChangeAfterHours,ReadyForReviewAfterHours,FridayEarlyCutoffDelivery,WeekendDelivery,ApologyRush,ReworkPhrase,ResubmissionPhrase,MissedRequirementPhrase,NotRightFirstTime
the whole system is throwing tantrums,2025-11-24T01:18:39.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-11-23 20:18:39.908741-05:00,6,20,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-25T09:05:12.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-25 04:05:12.908741-05:00,1,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-12-04T04:05:19.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-12-03 23:05:19.908741-05:00,2,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
the deployment script is drunk again,2025-10-26T12:28:56.908741Z,NA,the deployment script is drunk again,the deploy script is drunk again,2025-10-26 08:28:56.908741-04:00,6,8,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-16T06:00:13.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-16 01:00:13.908741-05:00,6,1,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-11-01T12:52:57.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-11-01 08:52:57.908741-04:00,5,8,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-11-03T20:59:23.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-03 15:59:23.908741-05:00,0,15,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-30T00:11:11.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-29 19:11:11.908741-05:00,5,19,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-01T20:31:39.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-01 16:31:39.908741-04:00,5,16,False,False,True,True,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-11-24T14:41:57.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-11-24 09:41:57.908741-05:00,0,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-10-25T00:39:36.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-10-24 20:39:36.908741-04:00,4,20,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-26T18:05:37.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-26 13:05:37.908741-05:00,2,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-17T09:40:43.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-17 04:40:43.908741-05:00,0,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-12T20:49:51.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-12 15:49:51.908741-05:00,2,15,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-11-17T01:56:28.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-11-16 20:56:28.908741-05:00,6,20,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-12T19:39:41.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-12 14:39:41.908741-05:00,2,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-22T12:30:16.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-22 07:30:16.908741-05:00,5,7,False,False,True,True,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-10-24T06:25:22.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-10-24 02:25:22.908741-04:00,4,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-24T14:40:58.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-24 09:40:58.908741-05:00,0,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
"the whole system is throwing tantrums Apologies, pushed a broken config.",2025-12-01T12:05:56.908741Z,NA,the whole system is throwing tantrums apologies pushed a broken config,the whole system is throw tantrum apolog push a broken config,2025-12-01 07:05:56.908741-05:00,0,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-20T23:20:36.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-20 18:20:36.908741-05:00,3,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-21T17:26:46.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-21 12:26:46.908741-05:00,4,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-12-05T05:07:29.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-12-05 00:07:29.908741-05:00,4,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize. — also the deployment script is drunk again,2025-11-19T19:35:20.908741Z,NA,reverting the last merge until we stabilize also the deployment script is drunk again,revert the last merg until we stabil also the deploy script is drunk again,2025-11-19 14:35:20.908741-05:00,2,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-21T11:24:44.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-21 06:24:44.908741-05:00,4,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-28T11:12:13.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-28 06:12:13.908741-05:00,4,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-29T00:18:29.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-28 19:18:29.908741-05:00,4,19,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-11T08:23:22.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-11 03:23:22.908741-05:00,1,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-24T17:57:28.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-24 12:57:28.908741-05:00,0,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-12-04T22:03:03.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-12-04 17:03:03.908741-05:00,3,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-12-06T05:32:09.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-12-06 00:32:09.908741-05:00,5,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-10-30T07:01:31.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-10-30 03:01:31.908741-04:00,3,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-23T15:25:30.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-23 10:25:30.908741-05:00,6,10,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-10-24T15:04:36.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-10-24 11:04:36.908741-04:00,4,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-10-30T10:24:48.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-10-30 06:24:48.908741-04:00,3,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-12-02T00:06:12.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-12-01 19:06:12.908741-05:00,0,19,True,False,False,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-07T05:32:36.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-07 00:32:36.908741-05:00,4,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-11-03T02:18:39.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-11-02 21:18:39.908741-05:00,6,21,True,False,True,True,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-11-14T01:09:57.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-11-13 20:09:57.908741-05:00,3,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-30T17:04:45.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-30 12:04:45.908741-05:00,6,12,False,False,True,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-11-06T10:37:46.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-11-06 05:37:46.908741-05:00,3,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-12T22:04:50.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-12 17:04:50.908741-05:00,2,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-13T13:06:57.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-13 08:06:57.908741-05:00,3,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-15T05:21:33.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-15 00:21:33.908741-05:00,5,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0
"the deployment script is drunk again Apologies, pushed a broken config.",2025-10-30T14:14:55.908741Z,NA,the deployment script is drunk again apologies pushed a broken config,the deploy script is drunk again apolog push a broken config,2025-10-30 10:14:55.908741-04:00,3,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes.,2025-11-30T19:00:49.908741Z,NA,the service mesh isn t applying the new routes,the servic mesh is nt appli the new rout,2025-11-30 14:00:49.908741-05:00,6,14,False,False,True,True,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-10T15:32:46.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-10 10:32:46.908741-05:00,0,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-12T21:48:44.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-12 16:48:44.908741-05:00,2,16,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-08T08:15:45.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-08 03:15:45.908741-05:00,5,3,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-11-20T13:22:05.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-20 08:22:05.908741-05:00,3,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-12-03T02:43:46.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-12-02 21:43:46.908741-05:00,1,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-24T05:02:05.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-24 00:02:05.908741-05:00,0,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-11-08T16:11:34.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-11-08 11:11:34.908741-05:00,5,11,False,False,True,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-12-05T03:42:20.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-12-04 22:42:20.908741-05:00,3,22,True,False,False,True,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-07T18:57:26.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-07 13:57:26.908741-05:00,4,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-10-30T13:40:55.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-10-30 09:40:55.908741-04:00,3,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-01T16:47:55.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-01 12:47:55.908741-04:00,5,12,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-12-03T15:12:17.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-12-03 10:12:17.908741-05:00,2,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this YAML parser hates me personally,2025-10-26T01:26:57.908741Z,NA,this yaml parser hates me personally,thi yaml parser hate me person,2025-10-25 21:26:57.908741-04:00,5,21,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-03T23:03:49.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-03 18:03:49.908741-05:00,0,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing — also why the hell does this stage keep failing,2025-11-02T01:50:30.908741Z,NA,why the hell does this stage keep failing also why the hell does this stage keep failing,whi the hell doe thi stage keep fail also whi the hell doe thi stage keep fail,2025-11-01 21:50:30.908741-04:00,5,21,True,False,True,True,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-10-30T08:39:02.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-10-30 04:39:02.908741-04:00,3,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-04T17:47:27.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-04 12:47:27.908741-05:00,1,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-10-25T20:17:29.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-10-25 16:17:29.908741-04:00,5,16,False,False,True,True,0,0,0,0,0,0,0,0,0,0
